id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
3346,蔡家田B区（阳电里）,江岸,88,16159元/平米,2室1厅1厨1卫,中楼层 (共8层),54.46㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,null,2023-03-25,房改房,2015-03-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230129DNfiO
3347,汇东佳韵,洪山,112,12475元/平米,2室1厅1厨1卫,中楼层 (共11层),89.78㎡,平层,72.37㎡,板楼,南,钢混结构,精装,两梯六户,有,null,2023-02-15,经济适用房,2016-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220802jxu2G
3348,阳光水岸,武昌,225,20550元/平米,3室2厅1厨1卫,低楼层 (共11层),109.49㎡,平层,91.87㎡,板楼,南,钢混结构,简装,一梯两户,有,null,2023-03-01,商品房,2013-09-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200623lLhqM
3349,新长江滨江花园,武昌,161,20481元/平米,2室1厅1厨1卫,高楼层 (共33层),78.61㎡,平层,78.61㎡,板楼,东南,钢混结构,简装,两梯四户,有,null,2023-02-23,商品房,2021-01-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202303014Xv6m
3350,博学仕府,硚口,248,18204元/平米,3室2厅1厨2卫,高楼层 (共11层),136.24㎡,平层,113.4㎡,板楼,南,钢混结构,精装,一梯四户,有,null,2022-12-05,商品房,2010-01-14,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202302278rG8F
3351,南益巴黎豪庭,东湖高新,118,21788元/平米,1室1厅1厨1卫,中楼层 (共25层),54.16㎡,平层,39.52㎡,塔楼,南,钢混结构,精装,两梯八户,有,null,2021-11-06,商品房,2015-11-09,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20211119VRYZV
3352,碧桂园学府壹号,蔡甸,90,7359元/平米,3室2厅1厨2卫,高楼层 (共33层),122.31㎡,平层,89.25㎡,板楼,南,钢混结构,精装,两梯三户,有,null,2021-01-23,商品房,2020-05-28,普通住宅,满两年,共有,"
                                有抵押 40万元 建设银行 业主自还
                              ",已上传房本照片,20210126sR5Iu
3353,中大长江紫都四期,武昌,210,18228元/平米,3室2厅1厨2卫,高楼层 (共32层),115.21㎡,平层,89.1㎡,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023-01-03,商品房,2015-06-19,普通住宅,满五年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,20230104UbCtN
3354,当代东湖壹号,武昌,300,31953元/平米,3室2厅1厨1卫,中楼层 (共22层),93.89㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2022-09-17,商品房,2019-03-22,普通住宅,满两年,共有,"
                                有抵押 150万元 招商银行 客户偿还
                              ",已上传房本照片,20220920Dty7r
3355,长航蓝晶绿洲一二期,洪山,63,18182元/平米,1室0厅1厨1卫,中楼层 (共22层),34.65㎡,平层,暂无数据,板楼,北,钢混结构,精装,四梯十八户,有,null,2023-03-22,商品房,2019-12-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230325miobo
3356,新城俊园,东西湖,146,13023元/平米,3室2厅1厨2卫,中楼层 (共6层),112.11㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,null,2023-04-28,商品房,2012-10-31,普通住宅,满五年,共有,"
                                有抵押 16万元 客户偿还
                              ",已上传房本照片,20230428hZtNX
3357,金地自在城,洪山,31,8429元/平米,1室1厅0厨1卫,低楼层 (共28层),36.78㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,五梯二十八户,有,商水,商电,2023-04-05,商品房,2020-05-23,商住两用,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20201217PWmT8
3358,化工研究所宿舍,武昌,98,12052元/平米,3室1厅1厨1卫,高楼层 (共7层),81.32㎡,平层,暂无数据,板楼,东 南 北,混合结构,简装,一梯三户,无,null,2023-04-12,商品房,2019-04-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210317tA1X9
3359,锦绣雅苑,汉阳,191,15028元/平米,3室2厅1厨2卫,高楼层 (共33层),127.1㎡,平层,暂无数据,板楼,北 南,钢混结构,毛坯,两梯四户,有,null,2022-09-17,商品房,2020-10-15,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220920QH6UO
3360,松涛苑E区,武昌,410,22289元/平米,7室2厅1厨3卫,高楼层 (共6层),183.95㎡,复式,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2023-04-06,商品房,2020-04-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211216ssSL0
3361,恒大绿洲,蔡甸,107,9642元/平米,3室2厅1厨2卫,低楼层 (共30层),110.98㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯四户,有,null,2021-03-11,商品房,2017-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200105cMeau
3362,首地云梦台,江岸,249,17139元/平米,3室1厅1厨2卫,低楼层 (共50层),145.29㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,三梯四户,有,null,2022-12-27,商品房,2021-07-07,普通住宅,未满两年,非共有,"
                                有抵押 130万元 客户偿还
                              ",已上传房本照片,20210817hj4MN
3363,中锐滨湖尚城,江夏,135,11685元/平米,3室2厅1厨2卫,高楼层 (共33层),115.54㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2023-02-04,商品房,2020-02-15,普通住宅,满两年,共有,"
                                有抵押 60万元 金融公司垫资
                              ",已上传房本照片,20230219TQ1OJ
3364,峰悦,汉南,65,6234元/平米,3室2厅1厨1卫,高楼层 (共33层),104.27㎡,平层,暂无数据,暂无数据,南 北,钢混结构,精装,两梯三户,有,null,2021-07-25,商品房,2019-08-26,普通住宅,满两年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,20210725pbleJ
3365,保利城,洪山,219,21097元/平米,3室2厅1厨1卫,低楼层 (共34层),103.81㎡,平层,81.87㎡,板塔结合,南,钢混结构,精装,两梯五户,有,null,2023-04-30,限价商品房,2019-09-03,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210519cJtNI
3366,峰悦,汉南,68,6030元/平米,3室2厅1厨2卫,低楼层 (共32层),112.77㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,其他,两梯两户,有,null,2021-03-06,商品房,2020-06-18,普通住宅,满两年,共有,"
                                有抵押 60万元
                              ",已上传房本照片,20200622GM0LU
3367,海伦春天三期,沌口开发区,150,14117元/平米,3室2厅1厨1卫,低楼层 (共39层),106.26㎡,平层,81.94㎡,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,null,2022-06-23,商品房,2019-06-28,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220627Vc3Gm
3368,电建地产盛世江城,江汉,236,24877元/平米,3室2厅1厨1卫,高楼层 (共47层),94.87㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023-04-16,商品房,2020-10-26,普通住宅,满两年,非共有,"
                                有抵押 建设银行 业主自还
                              ",已上传房本照片,202304191Eb5S
3369,宝利金二期中央荣御,江汉,200,24152元/平米,2室1厅1厨2卫,高楼层 (共33层),82.81㎡,复式,暂无数据,塔楼,东 南,钢混结构,其他,三梯十四户,有,null,2022-01-09,商品房,2019-01-17,普通住宅,满两年,共有,"
                                有抵押 90万元 客户偿还
                              ",已上传房本照片,20220111uE3Og
3370,文卉苑,江岸,111,13389元/平米,2室2厅1厨1卫,中楼层 (共18层),82.91㎡,平层,82.91㎡,塔楼,南,钢混结构,简装,两梯八户,有,null,2021-10-02,经济适用房,2018-10-08,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211008il64t
3371,多福大厦,硚口,59,11171元/平米,1室1厅1厨1卫,高楼层 (共27层),52.82㎡,平层,52.82㎡,塔楼,南,钢混结构,精装,三梯十三户,有,null,2023-04-14,房改房,2015-05-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200502Rv7kb
3372,万科花山紫悦湾,东湖高新,135,15236元/平米,3室2厅1厨1卫,低楼层 (共28层),88.61㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023-04-09,商品房,2019-03-05,普通住宅,满两年,非共有,"
                                有抵押 40万元 汉口银行 业主自还
                              ",已上传房本照片,20230425gmRYn
3373,中建御景星城,硚口,308,23602元/平米,3室2厅1厨2卫,中楼层 (共47层),130.5㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,null,2021-05-30,商品房,2019-07-30,普通住宅,满两年,非共有,"
                                有抵押 180万元 客户偿还
                              ",已上传房本照片,20210526yk1TS
3374,融侨城,武昌,232,23117元/平米,3室2厅1厨1卫,高楼层 (共48层),100.36㎡,平层,74.67㎡,板塔结合,东南,钢混结构,毛坯,两梯三户,有,null,2023-01-10,商品房,2023-01-17,普通住宅,未满两年,非共有,"
                                有抵押 118万元 118 客户偿还
                              ",已上传房本照片,20230302biJjM
3375,百步亭金桥汇II期,江岸,172,19313元/平米,2室1厅1厨1卫,中楼层 (共33层),89.06㎡,平层,67.56㎡,板塔结合,南 北,钢混结构,精装,两梯六户,有,null,2023-03-13,商品房,2018-05-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211119WcZN7
3376,金昌大厦,硚口,149,15518元/平米,2室2厅1厨1卫,中楼层 (共15层),96.02㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯八户,有,null,2023-04-10,商品房,2017-03-03,普通住宅,满五年,共有,"
                                有抵押 120万元 金融公司垫资
                              ",已上传房本照片,20230410KD92O
3377,锦绣江南,武昌,246,26713元/平米,3室2厅1厨1卫,中楼层 (共18层),92.09㎡,平层,76.94㎡,板塔结合,东 南,钢混结构,精装,两梯四户,有,null,2022-05-30,商品房,2014-05-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220530q7CMR
3378,世纪华庭(江汉),江汉,530,23238元/平米,5室2厅2厨2卫,低楼层 (共24层),228.08㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,null,2021-05-14,商品房,2006-05-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211115geCA1
3379,碧桂园生态城观澜,东湖高新,152,11708元/平米,3室2厅1厨2卫,低楼层 (共11层),129.83㎡,平层,105.45㎡,板楼,南,钢混结构,精装,两梯两户,有,null,2023-02-22,商品房,2019-10-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230303nwGwa
3380,汉口人家,硚口,229,21345元/平米,5室3厅1厨2卫,高楼层 (共6层),107.29㎡,复式,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,null,2023-04-07,商品房,2016-08-15,普通住宅,满五年,共有,"
                                有抵押 40按揭
                              ",已上传房本照片,202304078yP52
3381,广电兰亭荣荟,硚口,155,17223元/平米,3室1厅1厨1卫,低楼层 (共47层),90㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023-04-16,商品房,2018-04-04,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,20211127HebXi
3382,学雅芳邻,洪山,205,15144元/平米,3室2厅1厨2卫,中楼层 (共18层),135.37㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,有,null,2021-07-18,商品房,2006-12-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210721P5N6t
3383,鹏程时代,武昌,90,16331元/平米,1室1厅1厨1卫,中楼层 (共30层),55.11㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,六梯二十八户,有,null,2023-03-05,商品房,2020-07-21,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220920uBaWW
3384,大夹街35到43号,硚口,85,14583元/平米,2室1厅1厨1卫,高楼层 (共9层),58.29㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯四户,无,null,2021-05-01,商品房,2003-06-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210307BB5NA
3385,东一时区,江汉,340,18943元/平米,4室2厅1厨2卫,中楼层 (共31层),179.49㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯六户,有,null,2021-07-26,商品房,2017-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200108Qylct
3386,省建科院宿舍,武昌,348,34135元/平米,3室2厅1厨1卫,低楼层 (共6层),101.95㎡,暂无数据,89.84㎡,平房,南 北,混合结构,简装,一梯两户,无,null,2020-01-09,商品房,2019-04-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20191226jRU7L
3387,祥和苑,武昌,220,27418元/平米,2室1厅1厨1卫,低楼层 (共6层),80.24㎡,平层,69.28㎡,板楼,南 北,混合结构,其他,一梯两户,无,null,2023-04-21,商品房,2015-05-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230422WqOTX
3388,实地君兰汀岸,沌口开发区,69.9,7772元/平米,3室2厅1厨1卫,低楼层 (共33层),89.94㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,null,2022-08-26,商品房,2020-09-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220827xgNr4
3389,柒零社区,东湖高新,195,15189元/平米,3室2厅1厨2卫,低楼层 (共7层),128.39㎡,暂无数据,115.28㎡,塔楼,南 北,钢混结构,简装,一梯两户,无,null,2023-04-20,商品房,2012-01-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230426rYVJq 
3390,薛峰社区,蔡甸,78,6420元/平米,3室2厅1厨2卫,高楼层 (共6层),121.5㎡,平层,暂无数据,塔楼,南,框架结构,精装,一梯两户,无,null,2021-03-22,拆迁还建房,2009-07-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210513JUhpS
3391,蔡家田B区（阳电里）,江岸,106,13317元/平米,3室1厅1厨1卫,中楼层 (共8层),79.6㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,暂无数据,null,2023-03-09,商品房,2017-01-19,普通住宅,满五年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,20230309OmhMx
3392,广电兰亭时代,汉阳,151,16090元/平米,3室2厅1厨2卫,高楼层 (共33层),93.85㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2023-03-12,商品房,2020-03-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230313CsJ7H
3393,汉口新界广场,江汉,208,27830元/平米,2室1厅1厨1卫,高楼层 (共34层),74.74㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023-04-26,商品房,2022-06-06,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202206241iLbl
3394,中核世纪广场,蔡甸,102.9,8279元/平米,3室2厅1厨2卫,高楼层 (共33层),124.3㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,null,2023-04-02,商品房,2020-05-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230402yvtcQ
3395,当代阳逻满庭春MOMΛ,新洲,59,6361元/平米,3室2厅1厨1卫,低楼层 (共32层),92.76㎡,平层,70.32㎡,板塔结合,西南,钢混结构,毛坯,两梯四户,有,null,2023-04-08,商品房,2020-01-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230409WOCeq
3396,绿城桃李春风御园,新洲,85,7353元/平米,3室1厅1厨2卫,低楼层 (共17层),115.6㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,null,2023-04-06,商品房,2019-11-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210521U7ZQt
3397,万科汉口传奇,江汉,225,23747元/平米,3室2厅1厨1卫,低楼层 (共48层),94.75㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,四梯八户,有,null,2023-04-06,商品房,2018-04-06,普通住宅,满五年,共有,"
                                有抵押 60万左右，可协商还
                              ",已上传房本照片,20220317SwiT2
3398,保利公园九里,洪山,151,17532元/平米,2室2厅1厨1卫,中楼层 (共34层),86.13㎡,平层,66.3㎡,板楼,南,钢混结构,精装,两梯四户,有,null,2022-07-10,商品房,2017-12-04,普通住宅,满五年,共有,"
                                有抵押 100万元 建行 业主自还
                              ",已上传房本照片,20220710Jdn7a
3399,东亭花园,武昌,261,19542元/平米,3室2厅1厨2卫,低楼层 (共6层),133.56㎡,平层,122.22㎡,板塔结合,南 北,钢混结构,精装,一梯两户,无,null,2023-04-05,商品房,2018-04-05,普通住宅,满五年,非共有,"
                                有抵押 100万元 浦发
                              ",已上传房本照片,20200919XxvHU
3400,天元四季花城,蔡甸,120,8573元/平米,4室2厅1厨2卫,中楼层 (共33层),139.99㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,null,2023-04-13,商品房,2020-08-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20200825VYPyq
3401,金地雄楚一号,东湖高新,248,18525元/平米,3室2厅1厨2卫,低楼层 (共33层),133.88㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-03-10,商品房,2015-05-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220403V1knX
3402,烽云慧城,东湖高新,137,15420元/平米,3室2厅1厨1卫,低楼层 (共30层),88.85㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2023-03-12,商品房,2017-08-31,普通住宅,满五年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20230313kukmA
3403,融侨锦江,硚口,239,19245元/平米,3室2厅1厨2卫,高楼层 (共40层),124.19㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,null,2021-03-13,商品房,2016-06-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210620lvRlm
3404,水岸星城,武昌,358,24831元/平米,3室2厅1厨2卫,中楼层 (共28层),144.18㎡,平层,113.99㎡,板楼,南 北,钢混结构,毛坯,两梯三户,有,null,2022-12-19,商品房,2010-04-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20201014bqLn0
3405,顶秀嘉园,武昌,265,20832元/平米,3室2厅1厨2卫,低楼层 (共19层),127.21㎡,平层,102.6㎡,板楼,南 北,钢混结构,精装,两梯五户,有,null,2023-04-21,商品房,2013-06-03,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20210727l5AQ7
3406,中海澳门佳园,江岸,125,25222元/平米,1室1厅1厨1卫,中楼层 (共29层),49.56㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯九户,有,null,2023-03-18,商品房,2022-02-18,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220604spWMi
3407,世纪江尚,江汉,279,31142元/平米,2室2厅1厨1卫,中楼层 (共57层),89.59㎡,平层,暂无数据,塔楼,南,钢混结构,精装,四梯六户,有,null,2022-10-03,商品房,2017-06-09,普通住宅,满五年,共有,"
                                有抵押 129万元 招商银行 客户偿还
                              ",已上传房本照片,20221003UUbhV
3408,鸿华花园小区,武昌,168,18956元/平米,3室1厅1厨1卫,中楼层 (共7层),88.63㎡,平层,78.21㎡,板楼,南 北,未知结构,简装,一梯两户,无,null,2023-04-17,商品房,2015-05-27,普通住宅,满五年,非共有,"
                                有抵押 20万元 邮政银行
                              ",已上传房本照片,20230418BQOT6 
3409,泛海国际桂海园,江汉,265,29318元/平米,2室2厅1厨1卫,低楼层 (共27层),90.39㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023-03-03,商品房,2020-11-07,普通住宅,满两年,共有,"
                                有抵押 160万元 兴业银行 客户偿还
                              ",已上传房本照片,20230218jYRfK
3410,国庭,江岸,159.8,14725元/平米,2室2厅1厨1卫,中楼层 (共24层),108.53㎡,平层,89.51㎡,塔楼,南,钢结构,精装,两梯四户,有,null,2022-12-09,商品房,2019-01-03,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221230rAF3x
3411,京汉城市广场,江岸,151,21087元/平米,2室1厅1厨1卫,高楼层 (共49层),71.61㎡,平层,暂无数据,板楼,西南,钢混结构,毛坯,两梯九户,有,null,2022-07-08,商品房,2022-06-09,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220708wmMRS	
3412,白玫瑰花苑,武昌,338,23049元/平米,3室1厅1厨2卫,高楼层 (共19层),146.65㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯六户,有,null,2022-07-11,商品房,2003-07-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202207134vg7w
3413,保利香槟国际,硚口,258,21474元/平米,3室2厅1厨2卫,高楼层 (共30层),120.15㎡,平层,91.96㎡,塔楼,南 北,钢混结构,毛坯,两梯四户,有,null,2022-10-10,商品房,2017-03-28,普通住宅,满五年,共有,"
                                有抵押 38万元 广发
                              ",已上传房本照片,202301317wZR7
3414,水岸星城,武昌,295,30282元/平米,3室2厅1厨1卫,低楼层 (共31层),97.42㎡,平层,73.42㎡,板楼,南 北,钢混结构,其他,两梯四户,有,null,2022-03-01,商品房,2011-06-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220302hS6rj
3415,金色港湾双湖林语,沌口开发区,329,14790元/平米,5室1厅1厨3卫,低楼层 (共34层),222.46㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,null,2022-10-13,商品房,2021-01-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210120xl0uh
3416,光谷自由城,东湖高新,132,15332元/平米,2室2厅1厨1卫,中楼层 (共32层),86.1㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-03-01,商品房,2017-05-17,普通住宅,满五年,非共有,"
                                有抵押 48万元 ...... 客户偿还
                              ",已上传房本照片,20230301YLWnG
3417,翡翠城,洪山,190,14493元/平米,3室2厅1厨2卫,低楼层 (共30层),131.1㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,三梯十三户,有,null,2023-04-16,商品房,2008-03-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200923QN2bv
3418,万科锦园,江汉,135,16508元/平米,2室1厅1厨1卫,低楼层 (共33层),81.78㎡,平层,暂无数据,塔楼,东,钢混结构,毛坯,两梯六户,有,null,2023-04-14,商品房,2020-11-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230419PuW9c
3419,罗家庄社区,江岸,108,14571元/平米,2室2厅1厨1卫,中楼层 (共7层),74.12㎡,平层,暂无数据,塔楼,东南,混合结构,其他,一梯两户,无,null,2023-04-19,商品房,2016-10-25,普通住宅,满五年,共有,"
                                暂无数据
                              ",已上传房本照片,202302261vSNq
3420,丰竹园,硚口,75,11774元/平米,2室1厅1厨1卫,高楼层 (共7层),63.7㎡,复式,53.06㎡,塔楼,南 北,混合结构,简装,一梯两户,无,null,2023-03-18,商品房,2013-08-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202110284EiPr
3421,碧桂园蜜柚,江岸,68,11181元/平米,2室1厅0厨1卫,中楼层 (共25层),60.82㎡,复式,暂无数据,塔楼,南,钢混结构,其他,五梯二十一户,有,商水,商电,2023-04-08,商品房,2020-12-21,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210918D4gsj
3422,华玻小区,江汉,150,15752元/平米,3室2厅1厨1卫,中楼层 (共8层),95.23㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2023-03-30,商品房,2000-05-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230330v0nkH
3423,蓝光林肯公园,硚口,122,11564元/平米,3室2厅1厨1卫,高楼层 (共46层),105.5㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,null,2023-04-28,商品房,2019-11-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211117o714h
3424,东亭花园,武昌,138,14122元/平米,3室2厅1厨1卫,中楼层 (共7层),97.72㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,无,null,2022-03-27,商品房,2018-04-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220411CXVLV
3425,松海苑,沌口开发区,78,8257元/平米,2室2厅1厨1卫,中楼层 (共7层),94.47㎡,平层,83.42㎡,板楼,东南,混合结构,精装,五梯两户,有,null,2023-04-04,商品房,2009-06-26,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20211117s7t3F 
3426,都府堤129附1号,武昌,178,18743元/平米,3室2厅1厨1卫,高楼层 (共6层),94.97㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,null,2022-09-05,商品房,2003-08-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220616ldE0p
3427,新世界梦湖香郡三期,江岸,105,24334元/平米,2室1厅1厨1卫,中楼层 (共17层),43.15㎡,暂无数据,暂无数据,板楼,东南 南,钢混结构,精装,两梯四户,有,null,2023-04-03,商品房,2022-01-23,普通住宅,未满两年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,20230404AkG8S
3428,海虹景,江汉,227,19992元/平米,3室2厅1厨2卫,低楼层 (共11层),113.55㎡,平层,100㎡,塔楼,西南 东北,钢混结构,简装,一梯两户,有,null,2023-04-20,商品房,2023-02-07,普通住宅,未满两年,非共有,"
                                有抵押 111万元 光大银行
                              ",已上传房本照片,20230420HNgdk
3429,烽火茗盛绿堓,武昌,100,11829元/平米,2室2厅1厨1卫,低楼层 (共28层),84.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2022-10-16,拆迁还建房,2021-10-21,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221021blfSg
3430,东亭小区,武昌,140,15309元/平米,3室1厅1厨1卫,高楼层 (共6层),91.45㎡,平层,79.75㎡,板楼,南,混合结构,精装,一梯两户,无,null,2023-03-17,私产,2010-02-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230318XnYOr
3431,百步龙庭,江岸,245,18155元/平米,3室2厅1厨2卫,中楼层 (共11层),134.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-04-10,商品房,2011-06-24,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,202304123egQK
3432,光明上海府邸,汉阳,149,15387元/平米,3室2厅1厨1卫,低楼层 (共41层),96.84㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2023-02-20,商品房,2019-09-24,普通住宅,满两年,非共有,"
                                有抵押 35万元
                              ",已上传房本照片,20220610Kxlwp
3433,红霞新村,洪山,90,6404元/平米,4室2厅1厨2卫,高楼层 (共11层),140.55㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,一梯四户,暂无数据,null,2023-04-06,拆迁还建房,2021-10-06,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230423tStS9
3434,兆丰花园,东西湖,97.5,9889元/平米,2室2厅1厨2卫,中楼层 (共7层),98.6㎡,错层,暂无数据,板楼,北 南,钢混结构,简装,一梯两户,暂无数据,null,2023-02-04,商品房,2006-09-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230216Cof0p
